dist,pt,car,walk,bike,ride
3600,0.09337503042767863,0.5875575646383476,0.040053508063458844,0.18530870869351335,0.0937051881770017
3700,0.08965196676501984,0.572134725363915,0.04135553061949895,0.206461856459528,0.09039592079203829
3800,0.08642318935200445,0.5648182243533931,0.04066244947587096,0.21974968695362712,0.08834644986510434
3900,0.07932893523923748,0.5672870094029965,0.0381022186795674,0.22846547269271128,0.08681636398548737
4000,0.07482887255296264,0.566748919692337,0.03597451958155847,0.2379559921360168,0.08449169603712518
4100,0.07101949884692793,0.575497589181237,0.03380069592199259,0.23329867197644535,0.0863835440733971
4200,0.06263263586646314,0.6310764960582368,0.025354609369771207,0.1794041514935556,0.10153210721197332
4300,0.05971858653415498,0.6934403262829657,0.015342359089211319,0.11225246026051731,0.1192462678331507
4400,0.05776651836067621,0.7425629642021859,0.007915162315949674,0.05946349901619287,0.1322918561049954
4500,0.05478741141076499,0.7712007792806495,0.004124020515657693,0.030936103429825418,0.13895168536310237
4600,0.053016018137967705,0.7723578081888476,0.004455389620256622,0.03044375309348375,0.13972703095944425
4700,0.050589758260552,0.7665523910875184,0.0065892744176563565,0.03693357094947323,0.1393350052848001
4800,0.04528533992435008,0.7646249761571791,0.008957768221169397,0.04119082288931867,0.13994109280798273
4900,0.039288874077308376,0.7633154460722922,0.01146881984810393,0.04478252640408249,0.1411443335982131
5000,0.03464738886832429,0.7566785598455023,0.01490677587091647,0.05226641077463551,0.1415008646406215
5100,0.0346852631666367,0.7293701543370285,0.019909919894227985,0.06701676068437455,0.14901790191773243
5200,0.04160764538581697,0.6546160086930886,0.026843698499197318,0.08340405947129476,0.1935285879506025
5300,0.04248629009697603,0.5739255247695899,0.03824378643495223,0.09692537209705526,0.2484190266014265
5400,0.034803030378241846,0.5619381926282834,0.043672419508615265,0.09435647699105403,0.26522988049380547
5500,0.030395899873260548,0.5646250055925516,0.04644456644094621,0.09134590601285017,0.26718862208039146
5600,0.028338736852126928,0.5642833152818888,0.04806568032766621,0.09054281129132224,0.2687694562469958
5700,0.02904832940012219,0.5633351684938348,0.04743007883230693,0.08953498170814846,0.2706514415655876
5800,0.03886904690996476,0.5557152904402285,0.04538374779481093,0.0910814037401907,0.2689505111148051
5900,0.054987641874901155,0.5394971321937506,0.045612599833908876,0.09747014578310163,0.2624324803143378
6000,0.07532712020294512,0.5238223915434341,0.0471782499293425,0.10661374837739716,0.24705848994688123
6100,0.09963396921817382,0.5333688962845382,0.04642640589337066,0.1118360315978464,0.208734697006071
6200,0.12843006496656262,0.5755838832247749,0.041388239457068154,0.1102235993570844,0.14437421299450978
6300,0.15334606517466196,0.644967761504715,0.0316516089859915,0.09989128141085288,0.07014328292377858
6400,0.1516295171768019,0.7011258191081537,0.022424259352123107,0.0840296987269793,0.0407907056359419
6500,0.1389012145266953,0.7170586779528824,0.025213745589750026,0.08721706386292616,0.03160929806774614
6600,0.12779091189990632,0.7264889653815103,0.030728825237549252,0.09329832311414163,0.021692974366892603
6700,0.12887259928135145,0.7332097946109424,0.033638394999754975,0.09015713075553944,0.014122080352411692
6800,0.1402869285080043,0.7286776866906154,0.03568141741039551,0.08336824978686985,0.011985717604114965
6900,0.16912472083629468,0.6969102981340811,0.039704829468853925,0.08296749430976895,0.011292657251001348
7000,0.22447116048728416,0.6249221071181462,0.044016677569345145,0.0892703782402291,0.01731967658499537
7100,0.2608257644844417,0.5672034119172427,0.040345037664761246,0.0818239124653476,0.04980187346820673
7200,0.2500824201982796,0.573711056508783,0.03126188235521403,0.054338653695241816,0.09060598724248145
7300,0.20975667958929547,0.6233784553309331,0.031494120903990536,0.025085144707167422,0.11028559946861345
7400,0.17595293227237302,0.6555717108766906,0.04087345206670725,0.010323894909017417,0.11727800987521166
7500,0.14361554486480518,0.6712620395351453,0.05494063901642022,0.009174211072940757,0.12100756551068852
7600,0.10368258076595839,0.691802660489688,0.06745523668220929,0.011263949425721233,0.12579557263642324
7700,0.056249690950847794,0.7220016616536249,0.07634942667120562,0.012749137398462174,0.13265008332585934
7800,0.01883997628583133,0.743777590341943,0.08521656330431125,0.014229807891945211,0.13793606217596913
7900,0.010104352859103261,0.7495806721548423,0.09470533981346073,0.01581428233704371,0.12979535283555008
8000,0.011233438459009816,0.7868944132854582,0.09300169824315688,0.015529801347408102,0.09334064866496705
8100,0.01145995552538548,0.8513919682042497,0.0789375940886519,0.013181320107015376,0.04502916207469733
8200,0.011151939989467256,0.917867843502853,0.053334322298872805,0.008905981782553928,0.008739912426253047
8300,0.00972167582827173,0.962738371764399,0.023599253240576948,0.003940699166752082,0.0
8400,0.01128993551950345,0.9834882339170982,0.004474637429374381,0.0007471931340240244,0.0
8500,0.02246936826048236,0.9775306317395176,0.0,0.0,0.0
8600,0.03802609430908594,0.961973905690914,0.0,0.0,0.0
8700,0.054045578072640425,0.9459544219273596,0.0,0.0,0.0
8800,0.07275427476986282,0.9272457252301373,0.0,0.0,0.0
8900,0.09462160547772164,0.8820954197843136,0.0,0.0,0.023282974737964618
9000,0.10037783052439449,0.7757880742674531,0.0,0.0,0.1238340952081524
9100,0.08548223084572293,0.6915071986030751,0.0,0.0,0.22301057055120188
9200,0.06303691971829178,0.6781360976638311,0.00030475341464326666,0.004286186628155622,0.25423604257507826
9300,0.04618210924360516,0.6748008171416514,0.0013187126467752305,0.01854695711811472,0.2591514038498536
9400,0.033658638831829735,0.6678714358692739,0.0025996306776390854,0.03656235406478643,0.25930794055647083
9500,0.022885132064759586,0.6618298551682028,0.0037391137581216254,0.05258854739978455,0.2589573516091316
9600,0.01608443560619018,0.6560170790522112,0.004511186062509704,0.06344731330044286,0.2599399859786461
9700,0.01688890395884207,0.6460300004469222,0.005110253294283316,0.07187285944633241,0.26009798285362007
9800,0.020663695810538146,0.6289543232469773,0.00592801243147325,0.08337418514264489,0.26107978336836635
9900,0.0250127395786839,0.6004658692802929,0.007051057938256803,0.09916919318093224,0.26830114002183414
10000,0.03071006415525802,0.5648028887404409,0.008207934657970713,0.11544001834056712,0.2808390941057632
10100,0.034075336304219196,0.543188945101003,0.008133248491200657,0.11438959910345133,0.3002128710001258
10200,0.04099720775252687,0.5552313197731781,0.005540472692636627,0.07792365508566475,0.3203073446959936
10300,0.07932007406188926,0.5598231318578172,0.0025057722392325477,0.03524228753129548,0.32310873430976544
10400,0.12869711926658603,0.5566397853308812,0.00046756751418165575,0.0065760760363957945,0.3076194518519554
10500,0.16486716816604535,0.550376827292983,0.0,0.0,0.2847560045409717
10600,0.19170271098121153,0.5446560726834441,0.0,0.0,0.2636412163353445
10700,0.22207540909917367,0.537007032787975,0.0,0.0,0.24091755811285137
10800,0.2552499493650598,0.5375557039753471,0.0,0.0,0.20719434665959308
10900,0.24124080263539452,0.584716071313769,0.0,0.0,0.17404312605083658
11000,0.18760806628616214,0.6454911897746058,0.0,0.0,0.16690074393923204
11100,0.13674346897902429,0.681437440316752,0.0,0.0012109581905704475,0.18060813251365318
11200,0.116735480416273,0.6876178603227122,0.0,0.0054145311671518585,0.19023212809386286
11300,0.11418176715371137,0.6799171840967368,0.0,0.010933007645745892,0.19496804110380592
11400,0.12145956648800595,0.6650884463045678,0.0,0.01595107392897707,0.19750091327844913
11500,0.1370868339651815,0.6467990421141375,0.0,0.01912254517783967,0.19699157874284132
11600,0.1525098588999834,0.632635511477031,0.0,0.021273936982318907,0.19358069264066666
11700,0.17451920062624104,0.6140965691169014,0.0,0.02434406865960143,0.18704016159725612
11800,0.21446928267693074,0.5811891149231309,0.0,0.029916793820551235,0.17442480857938703
11900,0.27830544449231204,0.5296042682440091,0.0,0.038821440991880306,0.1532688462717986
12000,0.3343717221074819,0.4870889471768008,0.0,0.04644245875741983,0.13209687195829758
12100,0.27751971391742203,0.541014916456082,0.0,0.03752553693909764,0.14393983268739816
12200,0.16509159422686195,0.6416970884319487,0.0,0.020220085461751254,0.17299123187943807
12300,0.06602201129535781,0.7284789632533315,0.002007987353610539,0.004557272923086476,0.19893376517461356
12400,0.04128509019279321,0.7432790581355142,0.010551717594482462,0.0,0.20488413407721
12500,0.0459716461266801,0.7293604206839843,0.0231483056689369,0.0,0.2015196275203988
12600,0.05384340411204311,0.710734555854725,0.03904867111995304,0.0,0.19637336891327878
12700,0.07106783238122144,0.6870235669056745,0.06194753563166143,0.0,0.17996106508144263
12800,0.09410343780932219,0.6920815983140831,0.09286332900305595,0.0,0.12095163487353881
12900,0.17648846484436062,0.692161172195042,0.10463886934203206,0.0,0.026711493618565216
13000,0.3435787206097278,0.5861498526424009,0.07027142674787128,0.0,0.0
13100,0.45031867176294194,0.4811456522869824,0.04550190785355103,0.023033768096524486,0.0
13200,0.48875933752349326,0.3926087666328422,0.029288421319089618,0.08934347452457504,0.0
13300,0.49001991242594384,0.33468396052756505,0.017034060685931045,0.15826206636056014,0.0
13400,0.47779868774420003,0.3040312218722837,0.007446674799297519,0.21072341558421875,0.0
13500,0.4724207617050805,0.2800620534218127,0.0014430588789745968,0.24607412599413217,0.0
13600,0.43849022096654533,0.3119996066076421,0.0,0.24515729855101878,0.0043528738747937714
13700,0.3175610490823876,0.4749018387679879,0.0,0.19057243440924285,0.016964677740381667
13800,0.20874513783550974,0.6189764794763212,0.0,0.1449850840024522,0.027293298685716786
13900,0.13683722746010277,0.7145282993506091,0.0,0.1151293456863067,0.03350512750298146
14000,0.08756054883098702,0.7855595537358535,0.0,0.08978734527274444,0.03709255216041499
14100,0.060560390683148155,0.8389640020978403,0.0,0.0613160215366772,0.03915958568233437
14200,0.06054509269392205,0.8698786944874389,0.0,0.029599946988829506,0.039976265829809544
14300,0.06545888337590082,0.8883278802683442,0.0,0.005946731942630292,0.04026650441312471
14400,0.06962923381935174,0.890466528898434,0.0,0.0,0.03990423728221425
14500,0.08019486863831854,0.8808912234391667,0.0,0.0,0.03891390792251484
14600,0.10168940799103651,0.8619059879877031,0.0,0.0,0.036404604021260514
14700,0.13329338694710358,0.8376567669360001,0.0,0.0,0.02904984611689625
14800,0.14473184222570734,0.8398307866052082,0.0,0.0,0.015437371169084375
14900,0.07438330803231356,0.9145966758496922,0.0,0.0,0.011020016117994216
15000,0.014233908545515227,0.9730585245973059,0.0,0.0,0.012707566857178772
15100,0.0,0.9862501711182988,0.0,0.0,0.013749828881701223
15200,0.0,0.9856243905978475,0.0,0.0,0.014375609402152517
15300,0.0,0.9854631132953934,0.0,0.0,0.014536886704606579
15400,0.0,0.9854631132953934,0.0,0.0,0.01453688670460658
15500,0.0,0.9862248822795526,0.0,0.0011472542438816138,0.012627863476565694
15600,0.0,0.9885159044731241,0.0,0.004597624354844423,0.006886471172031582
15700,0.0,0.9902776254257173,0.0,0.007250845845121395,0.0024715287291612984
15800,0.0,0.9911065424537139,0.0,0.00849922770099915,0.00039422984528692206
15900,0.0,0.9912638543524683,0.0,0.008736145647531609,0.0
16000,0.0,0.9912638543524683,0.0,0.008736145647531609,0.0
16100,0.0,0.9912638543524684,0.0,0.008736145647531609,0.0
16200,0.0,0.9912638543524684,0.0,0.008736145647531609,0.0
16300,0.0,0.9912638543524683,0.0,0.008736145647531609,0.0
16400,0.0,0.9912638543524683,0.0,0.008736145647531609,0.0
16500,0.0076453948913832,0.8949062493555942,0.0,0.007584646526735886,0.08986370922628677
16600,0.035777064083764736,0.5403529128108264,0.0,0.003347639439233728,0.4205223836661752
16700,0.05479310105991498,0.3006871001764792,0.0,0.0004835689536483367,0.6440362298099575
16800,0.05800376404791598,0.26022198354469295,0.0,0.0,0.6817742524073911
16900,0.05800376404791597,0.26022198354469295,0.0,0.0,0.6817742524073911
17000,0.057998260805276196,0.26019729437599576,0.0,9.48773364988347e-05,0.6817095674822292
17100,0.05797618320165284,0.26009824773822865,0.0,0.0004755009733566908,0.6814500680867618
17200,0.05794546994448413,0.25996045901308734,0.0,0.0010050055266014027,0.6810890655158272
17300,0.05791369430103596,0.25981790410993205,0.0,0.0015528258960162116,0.6807155756930158
17400,0.06706650380204886,0.26576495058345323,0.0,0.0021534506663174772,0.6650150949481805
17500,0.11687549335530208,0.29868501771124367,0.0,0.002911165065306265,0.5815283238681478
17600,0.23159996077144143,0.37462725021494053,0.0,0.004124919106641223,0.38964786990697675
17700,0.4019491765853675,0.4874688869828561,0.0,0.005573421909585601,0.10500851452219069
17800,0.46521661623067767,0.5295792240850474,0.0,0.005204159684274656,0.0
17900,0.4657284364248598,0.530161854480974,0.0,0.004109709094166364,0.0
18000,0.4663373964400129,0.5308550639689249,0.0,0.002807539591062273,0.0
18100,0.4670175803388063,0.5316293511478238,0.0,0.0013530685133697866,0.0
18200,0.467517086032572,0.5321979633351395,0.0,0.00028495063228841955,0.0
18300,0.46765034329358346,0.5323496567064165,0.0,0.0,0.0
18400,0.36700767262585726,0.6174932211277873,0.0,0.0,0.015499106246355485
18500,0.11868286444151634,0.8281772055282973,0.0,0.0,0.05313993003018631
18600,0.014315511951936205,0.9177263784536728,0.0,0.0,0.067958109594391
18700,0.0,0.9307114984163783,0.0,0.0,0.0692885015836217
18800,0.0,0.9312832705121141,0.0,0.0,0.06871672948788585
18900,0.0,0.9316585668039561,0.0,0.0,0.06834143319604388
19000,0.0,0.9304530748803702,0.0,0.0014980239474023925,0.06804890117222727
19100,0.0,0.9248408963808024,0.0,0.007589471801104684,0.06756963181809286
19200,0.0,0.9165296446928366,0.0,0.01672198076271787,0.06674837454444554
19300,0.0,0.9063907221945259,0.0,0.028240399184102778,0.06536887862137143
19400,0.0,0.8918967526387833,0.0,0.04561883645554792,0.06248441090566866
19500,0.0,0.861113904214634,0.0,0.0830926984278105,0.05579339735755564
19600,0.0,0.7819085653691107,0.0,0.17817984770292372,0.039911586927965564
19700,0.0,0.7259793069173521,0.0,0.24280886877433774,0.03121182430831021
19800,0.0,0.7410754783125427,0.0,0.2260309976479617,0.03289352403949558
19900,0.0,0.7703274636412357,0.0,0.19548062786212356,0.034191908496640624
20000,0.0,0.8192845084845298,0.0,0.14435056585852302,0.0363649256569472
20100,0.0,0.8819769615738162,0.0,0.07887543303803965,0.039147605388144144
20200,0.0,0.938567880597209,0.0,0.01977265819187451,0.041659461210916425
20300,0.0,0.9485240784120105,0.0,0.0029236228867766637,0.04855229870121288
20400,0.0,0.9151789363263477,0.0,0.013784501580576935,0.0710365620930753
20500,0.0,0.8923522436117296,0.0,0.021219405888893473,0.08642835049937678
20600,0.0,0.8884750741484149,0.0,0.022482242529630873,0.08904268332195425
20700,0.0,0.888475074148415,0.0,0.022482242529630873,0.08904268332195427
20800,0.0,0.8884750741484149,0.0,0.02248224252963087,0.08904268332195425
20900,0.0,0.8884750741484149,0.0,0.02248224252963087,0.08904268332195424
21000,0.0,0.8884750741484149,0.0,0.022482242529630873,0.08904268332195424
21100,0.0,0.8884750741484149,0.0,0.022482242529630877,0.08904268332195427
21200,0.0,0.8878706319906309,0.0,0.022297283650988646,0.08983208435838054
21300,0.0,0.8842537256088312,0.0,0.021190512821197216,0.09455576156997168
21400,0.0,0.8729525437456094,0.0,0.017732359054397767,0.10931509719999279
21500,0.0,0.8397543755090224,0.0,0.007573742731992333,0.15267188175898536
21600,0.0,0.8150035258443139,0.0,0.0,0.18499647415568618
21700,0.0,0.8150035258443139,0.0,0.0,0.18499647415568618
21800,0.0,0.8150035258443139,0.0,0.0,0.18499647415568618
21900,0.015299203647355687,0.8025346209291088,0.0,0.0,0.18216617542353555
22000,0.07716015460588332,0.7521177277858265,0.0,0.0,0.17072211760829012
22100,0.17275058356918543,0.6742111911437649,0.0,0.0,0.1530382252870497
22200,0.3059600873305024,0.5656449759023202,0.0,0.0,0.1283949367671774
22300,0.5240415218718567,0.3879078378299306,0.0,0.0,0.0880506402982128
22400,0.855598652789068,0.11768760711357852,0.0,0.0,0.026713740097353438
22500,1.0,0.0,0.0,0.0,0.0
22600,1.0,0.0,0.0,0.0,0.0
22700,1.0,0.0,0.0,0.0,0.0
22800,1.0,0.0,0.0,0.0,0.0
22900,1.0,0.0,0.0,0.0,0.0
23000,1.0,0.0,0.0,0.0,0.0
23100,0.009473809357837381,0.8711017725967473,0.0,0.0,0.11942441804541531
23200,0.0,0.879433356559717,0.0,0.0,0.12056664344028294
23300,0.0,0.879433356559717,0.0,0.0,0.12056664344028294
23400,0.0,0.8794333565597171,0.0,0.0,0.12056664344028292
23500,0.0,0.8794333565597171,0.0,0.0,0.12056664344028292
23600,0.0,0.8794333565597171,0.0,0.0,0.12056664344028294
23700,0.0,0.8794333565597171,0.0,0.0,0.12056664344028294
23800,0.0,0.8794333565597171,0.0,0.0,0.12056664344028292
23900,0.0,0.8744992169720435,0.0,0.005610589535716064,0.11989019349224048
24000,0.0,0.850515523737705,0.0,0.03288234703211242,0.1166021292301826
24100,0.0,0.8002268056385419,0.0,0.09207934478127415,0.10769384958018387
24200,0.0,0.7129160617916496,0.0,0.2049500800359038,0.08213385817244667
24300,0.0,0.6047783369162287,0.0,0.36061500830181314,0.03460665478195819
24400,0.0,0.6135625297032158,0.0,0.3700012739167616,0.01643619638002265
24500,0.0,0.6504565908571549,0.0,0.3321188896416631,0.017424519501181998
24600,0.0,0.6655654893995708,0.0,0.3166052518729958,0.017829258727433486
24700,0.0,0.6802872197727642,0.0,0.30148915378705343,0.01822362644018249
24800,0.0,0.7052959303208088,0.0,0.27581050650415345,0.018893563175037587
24900,0.0,0.7211408276030902,0.0,0.25954115396141364,0.019318018435496263
25000,0.0,0.7363532718423524,0.0,0.23250706863774562,0.03113965951990184
25100,0.0,0.7649002249280571,0.0,0.16904990456385005,0.06604987050809272
25200,0.0,0.7737457856315542,0.0,0.13507469210634304,0.09117952226210285
25300,0.0,0.7814216532436471,0.0,0.11543100335268851,0.10314734340366435
25400,0.0,0.791856193594829,0.0,0.10152740780875759,0.10661639859641348
25500,0.0,0.7973897248273442,0.0,0.09524883577678456,0.10736143939587134
25600,0.0,0.8022930020480289,0.0,0.08968537585775409,0.10802162209421709
25700,0.0,0.812071044822189,0.0,0.07859080652948583,0.10933814864832526
25800,0.0,0.826900065863306,0.0,0.06176518960277376,0.11133474453392025
25900,0.0,0.8447989686041656,0.0,0.041456358689988614,0.11374467270584585
26000,0.0,0.8639489719082726,0.0,0.02364597807621561,0.1124050500155119
26100,0.0,0.8880293363596617,0.0,0.024668451126703485,0.08730221251363476
26200,0.0,0.937343109349061,0.0,0.036995858597342945,0.02566103205359613
26300,0.0,0.9673046691958213,0.0,0.032695330804178774,0.0
26400,0.0,0.9447455040999899,0.0,0.02518953875591632,0.0300649571440937
26500,0.0,0.8390575056094834,0.0,0.016739710758253923,0.1442027836322626
26600,0.0,0.7265670143775266,0.0,0.008197383612245339,0.26523560201022817
26700,0.0,0.6674276794596885,0.0,0.0029265320045121805,0.3296457885357994
26800,0.0,0.6371193587411531,0.0,0.0004900417475388654,0.362390599511308
26900,0.0,0.6170752480459976,0.0,0.0,0.3829247519540024
27000,0.0,0.6071534138553211,0.0,0.0,0.3928465861446789
27100,0.0,0.601457017920451,0.0,0.0,0.398542982079549
27200,0.0,0.6076054559221944,0.0,0.0,0.39239454407780555
27300,0.0,0.6358314973909314,0.0,0.0,0.3641685026090686
27400,0.0,0.6798939933377026,0.0,0.0,0.3201060066622975
27500,0.0,0.7491661777925617,0.0,0.0,0.25083382220743833
27600,0.0,0.857591065834512,0.0,0.0,0.14240893416548817
27700,0.0,0.9648886531868479,0.0,0.0,0.035111346813152124
27800,0.0,1.0,0.0,0.0,0.0
27900,0.0,0.7132033959930415,0.0,0.0,0.2867966040069585
28000,0.0,0.4405192351148883,0.0,0.0,0.5594807648851118
28100,0.0,0.38540364787756415,0.0,0.0,0.6145963521224359
28200,0.0,0.3790330381031897,0.0,0.0,0.6209669618968103
28300,0.0,0.3790330381031897,0.0,0.0,0.6209669618968103
28400,0.0,0.3790330381031897,0.0,0.0,0.6209669618968102
28500,0.0,0.3790330381031897,0.0,0.0,0.6209669618968102
28600,0.0,0.3790330381031897,0.0,0.0,0.6209669618968102
28700,0.0,0.3790330381031898,0.0,0.0,0.6209669618968103
28800,0.0,0.38151831839945327,0.0,0.0009763562362276555,0.617505325364319
28900,0.0,0.39667219889233785,0.0,0.006929642770756788,0.5963981583369053
29000,0.0,0.44736721845570226,0.0,0.026845464165545913,0.5257873173787518
29100,0.0,0.6335381114083105,0.0,0.09998373859343504,0.2664781499982545
29200,0.0,0.8248559720095832,0.0,0.17514402799041667,0.0
29300,0.0,0.8248559720095834,0.0,0.17514402799041673,0.0
29400,0.0,0.8248559720095833,0.0,0.1751440279904167,0.0
29500,0.0,0.8248559720095834,0.0,0.17514402799041673,0.0
29600,0.0,0.8248559720095833,0.0,0.1751440279904167,0.0
29700,0.0,0.8248559720095833,0.0,0.1751440279904167,0.0
29800,0.0,0.8248559720095833,0.0,0.1751440279904167,0.0
